"","place","ward","dist_suffix","dist_nosuffix","pwd","wd","Ward_N","Dist20_N","Region20_N","Dist20_nosuffix","wdr20","wd20","pwd.dist","wd.dist","dist","dist_sum","accept","is.ward","is.district","Dist20_N.b","Region20_N.b","Dist20_nosuffix.b","Ward_N.b","accept.b","accept.c"
"1406","mwiti","chiungutwa","masasi.dc","masasi","mwiti-chiungutwa-masasi","chiungutwa-masasi","chiungutwa","masasi.dc","mtwara","masasi","chiungutwa-masasi-mtwara","chiungutwa-masasi",0.221445824706694,0,NA,0.221445824706694,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1407","mwitikila","mwitikila","bahi.dc","bahi","mwitikila-mwitikila-bahi","mwitikila-bahi","mwitikira","bahi.dc","dodoma","bahi","mwitikira-bahi-dodoma","mwitikira-bahi",0.263392857142857,0.0476190476190477,NA,0.311011904761905,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1408","myula","myula","nkasi.dc","nkasi","myula-myula-nkasi","myula-nkasi","muleba","muleba.dc","kagera","muleba","muleba-muleba-kagera","muleba-muleba",0.231372549019608,0.331002331002331,NA,0.562374880021939,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409","mzia","mzia","mvomero.dc","mvomero","mzia-mzia-mvomero","mzia-mvomero","mtibwa","mvomero.dc","morogoro","mvomero","mtibwa-mvomero-morogoro","mtibwa-mvomero",0.325923011345006,0.0992063492063492,NA,0.425129360551355,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410","mziha","mziha","mvomero.dc","mvomero","mziha-mziha-mvomero","mziha-mvomero","mtibwa","mvomero.dc","morogoro","mvomero","mtibwa-mvomero-morogoro","mtibwa-mvomero",0.352754796690724,0.122710622710623,NA,0.475465419401346,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1411","mziha.kwakonji","mziha","mvomero.dc","mvomero","mziha.kwakonji-mziha-mvomero","mziha-mvomero","mahida","rombo.dc","kilimanjaro","rombo","mahida-rombo-kilimanjaro","mahida-rombo",0.2906223893066,0.25997150997151,NA,0.55059389927811,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412","mziha.nyumbani","mziha","mvomero.dc","mvomero","mziha.nyumbani-mziha-mvomero","mziha-mvomero","mahida","rombo.dc","kilimanjaro","rombo","mahida-rombo-kilimanjaro","mahida-rombo",0.336017740429505,0.25997150997151,NA,0.595989250401015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413","mzogole","mpinga","bahi.dc","bahi","mzogole-mpinga-bahi","mpinga-bahi","zinga","bagamoyo.dc","pwani","bagamoyo","zinga-bagamoyo-pwani","zinga-bagamoyo",0.297953216374269,0.287878787878788,NA,0.585832004253057,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414","n.gwang.wale","kamondo","bariadi.cc.mc.tc","bariadi","n.gwang.wale-kamondo-bariadi","kamondo-bariadi","matongo","bariadi.dc","simiyu","bariadi","matongo-bariadi-simiyu","matongo-bariadi",0.427489177489178,0.114529914529914,NA,0.542019092019092,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415","nachingwea","nachingwea","nachingwea.dc","nachingwea","nachingwea-nachingwea-nachingwea","nachingwea-nachingwea","nachingwea","ruangwa.dc","lindi","ruangwa","nachingwea-ruangwa-lindi","nachingwea-ruangwa",0.247222222222222,0.13723544973545,NA,0.384457671957672,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1416","nachinja.mnadani","misasi","misungwi.dc","misungwi","nachinja.mnadani-misasi-misungwi","misasi-misungwi","msisi","singida.dc","singida","singida","msisi-singida-singida","msisi-singida",0.34719304388422,0.200777000777001,NA,0.547970044661221,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","nagaga","mbuyuni","masasi.dc","masasi","nagaga-mbuyuni-masasi","mbuyuni-masasi","mbuyuni","masasi.dc","mtwara","masasi","mbuyuni-masasi-mtwara","mbuyuni-masasi",0.293650793650794,0,NA,0.293650793650794,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1418","nagaga","nagaga","masasi.dc","masasi","nagaga-nagaga-masasi","nagaga-masasi","nanganga","masasi.dc","mtwara","masasi","nanganga-masasi-mtwara","nanganga-masasi",0.26301247771836,0.0444444444444445,NA,0.307456922162805,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1419","nagaga","namalenga","masasi.dc","masasi","nagaga-namalenga-masasi","namalenga-masasi","namalenga","masasi.dc","mtwara","masasi","namalenga-masasi-mtwara","namalenga-masasi",0.247520976353928,0,NA,0.247520976353928,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1420","nagaga","namelenga","masasi.dc","masasi","nagaga-namelenga-masasi","namelenga-masasi","namalenga","masasi.dc","mtwara","masasi","namalenga-masasi-mtwara","namalenga-masasi",0.238749046529367,0.141666666666667,NA,0.380415713196034,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1421","nagulo.bahi","bahi","bahi.dc","bahi","nagulo.bahi-bahi-bahi","bahi-bahi","bahi","bahi.dc","dodoma","bahi","bahi-bahi-dodoma","bahi-bahi",0.392857142857143,0,NA,0.392857142857143,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1422","nairombo","nairombo","masasi.dc","masasi","nairombo-nairombo-masasi","nairombo-masasi","migongo","masasi.tc","mtwara","masasi","migongo-masasi-mtwara","migongo-masasi",0.317577030812325,0.142063492063492,NA,0.459640522875817,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423","nairombo","nanjota","masasi.dc","masasi","nairombo-nanjota-masasi","nanjota-masasi","nanjota","masasi.dc","mtwara","masasi","nanjota-masasi-mtwara","nanjota-masasi",0.277899565623351,0,NA,0.277899565623351,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1424","nakachindu","namwanga","masasi.dc","masasi","nakachindu-namwanga-masasi","namwanga-masasi","namalenga","masasi.dc","mtwara","masasi","namalenga-masasi-mtwara","namalenga-masasi",0.276879722531896,0.0638888888888889,NA,0.340768611420785,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1425","nakafulu","iragua","ulanga.dc","ulanga","nakafulu-iragua-ulanga","iragua-ulanga","iragua","ulanga.dc","morogoro","ulanga","iragua-ulanga-morogoro","iragua-ulanga",0.373376623376623,0,NA,0.373376623376623,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1426","nakafulu","lupiro","ulanga.dc","ulanga","nakafulu-lupiro-ulanga","lupiro-ulanga","lupiro","ulanga.dc","morogoro","ulanga","lupiro-ulanga-morogoro","lupiro-ulanga",0.397186147186147,0,NA,0.397186147186147,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1427","nakafulu.nyumbani","lupiro","ulanga.dc","ulanga","nakafulu.nyumbani-lupiro-ulanga","lupiro-ulanga","lupiro","ulanga.dc","morogoro","ulanga","lupiro-ulanga-morogoro","lupiro-ulanga",0.446864962993995,0,NA,0.446864962993995,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1428","nakafuru","lupiro","ulanga.dc","ulanga","nakafuru-lupiro-ulanga","lupiro-ulanga","lupiro","ulanga.dc","morogoro","ulanga","lupiro-ulanga-morogoro","lupiro-ulanga",0.356565656565657,0,NA,0.356565656565657,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1429","nakarara","makong.onda","masasi.dc","masasi","nakarara-makong.onda-masasi","makong.onda-masasi","mpanda.ndogo","mpanda.dc","katavi","mpanda","mpanda.ndogo-mpanda-katavi","mpanda.ndogo-mpanda",0.29667616334283,0.245126705653022,NA,0.541802868995852,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430","nakarara","nakarara","masasi.dc","masasi","nakarara-nakarara-masasi","nakarara-masasi","namajani","masasi.dc","mtwara","masasi","namajani-masasi-mtwara","namajani-masasi",0.306186868686869,0.253535353535354,NA,0.559722222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","nakarara","nakarara","masasi.dc","masasi","nakarara-nakarara-masasi","nakarara-masasi","nanganga","masasi.dc","mtwara","masasi","nanganga-masasi-mtwara","nanganga-masasi",0.306186868686869,0.253535353535354,NA,0.559722222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432","nakarara","sindano","masasi.dc","masasi","nakarara-sindano-masasi","sindano-masasi","sindano","masasi.dc","mtwara","masasi","sindano-masasi-mtwara","sindano-masasi",0.307311330329233,0,NA,0.307311330329233,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1433","nala","nala","dodoma.cc","dodoma","nala-nala-dodoma","nala-dodoma","nala","dodoma.cc","dodoma","dodoma","nala-dodoma-dodoma","nala-dodoma",0.219195156695157,0,NA,0.219195156695157,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1434","nalimbudi","sindano","masasi.dc","masasi","nalimbudi-sindano-masasi","sindano-masasi","sindano","masasi.dc","mtwara","masasi","sindano-masasi-mtwara","sindano-masasi",0.317577030812325,0,NA,0.317577030812325,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1435","namalenga","namalenga","masasi.dc","masasi","namalenga-namalenga-masasi","namalenga-masasi","namalenga","masasi.dc","mtwara","masasi","namalenga-masasi-mtwara","namalenga-masasi",0.195401337792642,0,NA,0.195401337792642,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1436","namangale","namangale","ruangwa.dc","ruangwa","namangale-namangale-ruangwa","namangale-ruangwa","nanganga","ruangwa.dc","lindi","ruangwa","nanganga-ruangwa-lindi","nanganga-ruangwa",0.293342784570855,0.136204481792717,NA,0.429547266363572,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","namanyere","isunta","nkasi.dc","nkasi","namanyere-isunta-nkasi","isunta-nkasi","namanyere","nkasi.dc","rukwa","nkasi","namanyere-nkasi-rukwa","namanyere-nkasi",0.163780663780664,0.329166666666667,NA,0.49294733044733,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1438","namanyere","namanyere","nkasi.dc","nkasi","namanyere-namanyere-nkasi","namanyere-nkasi","namanyere","nkasi.dc","rukwa","nkasi","namanyere-nkasi-rukwa","namanyere-nkasi",0.196507936507937,0,NA,0.196507936507937,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1439","namatumbusi","namatumbusi","nachingwea.dc","nachingwea","namatumbusi-namatumbusi-nachingwea","namatumbusi-nachingwea","namatula","nachingwea.dc","lindi","nachingwea","namatula-nachingwea-lindi","namatula-nachingwea",0.24855614973262,0.150060981330331,NA,0.398617131062952,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","namatumbusi.nachingwea.nahoro.liwale.namajani.masasi","nang.ondo","nachingwea.dc","nachingwea","namatumbusi.nachingwea.nahoro.liwale.namajani.masasi-nang.ondo-nachingwea","nang.ondo-nachingwea","nangowe","nachingwea.dc","lindi","nachingwea","nangowe-nachingwea-lindi","nangowe-nachingwea",0.421966731898239,0.17662037037037,NA,0.598587102268609,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441","namatumbuzi","namatumbusi","nachingwea.dc","nachingwea","namatumbuzi-namatumbusi-nachingwea","namatumbusi-nachingwea","namatula","nachingwea.dc","lindi","nachingwea","namatula-nachingwea-lindi","namatula-nachingwea",0.24855614973262,0.150060981330331,NA,0.398617131062952,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","namatunu","marika","masasi.dc","masasi","namatunu-marika-masasi","marika-masasi","marika","masasi.tc","mtwara","masasi","marika-masasi-mtwara","marika-masasi",0.282620320855615,0,NA,0.282620320855615,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1443","nambamoja","inyonga","mlele.dc","mlele","nambamoja-inyonga-mlele","inyonga-mlele","inyonga","mlele.dc","katavi","mlele","inyonga-mlele-katavi","inyonga-mlele",0.324365942028985,0,NA,0.324365942028985,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1444","nambawala","mpanyani","masasi.dc","masasi","nambawala-mpanyani-masasi","mpanyani-masasi","mpanyani","masasi.dc","mtwara","masasi","mpanyani-masasi-mtwara","mpanyani-masasi",0.274577352472089,0,NA,0.274577352472089,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1445","nambunda","michenjele","masasi.dc","masasi","nambunda-michenjele-masasi","michenjele-masasi","michenjele","tandahimba.dc","mtwara","tandahimba","michenjele-tandahimba-mtwara","michenjele-tandahimba",0.314102564102564,0.167787114845938,NA,0.481889678948503,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","nambunda","mijejele","masasi.dc","masasi","nambunda-mijejele-masasi","mijejele-masasi","temeke","masasi.tc","mtwara","masasi","temeke-masasi-mtwara","temeke-masasi",0.352777777777778,0.170473970473971,NA,0.523251748251748,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","nambunda","mijelejele","masasi.dc","masasi","nambunda-mijelejele-masasi","mijelejele-masasi","temeke","masasi.tc","mtwara","masasi","temeke-masasi-mtwara","temeke-masasi",0.396703296703297,0.199232140408611,NA,0.595935437111908,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","namhanga","iragua","ulanga.dc","ulanga","namhanga-iragua-ulanga","iragua-ulanga","iragua","ulanga.dc","morogoro","ulanga","iragua-ulanga-morogoro","iragua-ulanga",0.345454545454546,0,NA,0.345454545454546,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1449","namhanga.mbugani","iragua","ulanga.dc","ulanga","namhanga.mbugani-iragua-ulanga","iragua-ulanga","iragua","ulanga.dc","morogoro","ulanga","iragua-ulanga-morogoro","iragua-ulanga",0.453751803751804,0,NA,0.453751803751804,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1450","namhanga.nyumbani","iragua","ulanga.dc","ulanga","namhanga.nyumbani-iragua-ulanga","iragua-ulanga","iragua","ulanga.dc","morogoro","ulanga","iragua-ulanga-morogoro","iragua-ulanga",0.458117151665539,0,NA,0.458117151665539,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1451","namombwe","mchauru","masasi.dc","masasi","namombwe-mchauru-masasi","mchauru-masasi","mchauru","masasi.dc","mtwara","masasi","mchauru-masasi-mtwara","mchauru-masasi",0.317115251897861,0,NA,0.317115251897861,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1452","namuhanga.nyumbani","iragua","ulanga.dc","ulanga","namuhanga.nyumbani-iragua-ulanga","iragua-ulanga","iragua","ulanga.dc","morogoro","ulanga","iragua-ulanga-morogoro","iragua-ulanga",0.451569264069264,0,NA,0.451569264069264,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1453","namwawala","namwawala","malinyi.dc","malinyi","namwawala-namwawala-malinyi","namwawala-malinyi","namajani","masasi.dc","mtwara","masasi","namajani-masasi-mtwara","namajani-masasi",0.320461560044893,0.236838978015449,NA,0.557300538060342,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454","namwawala","namwawala","mlimba.dc","mlimba","namwawala-namwawala-mlimba","namwawala-mlimba","nyamilama","kwimba.dc","mwanza","kwimba","nyamilama-kwimba-mwanza","nyamilama-kwimba",0.279293551604764,0.253205128205128,NA,0.532498679809893,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455","nandagala","nandagala","lindi.dc","lindi","nandagala-nandagala-lindi","nandagala-lindi","nandagala","ruangwa.dc","lindi","ruangwa","nandagala-ruangwa-lindi","nandagala-ruangwa",0.185144927536232,0.206535947712418,NA,0.39168087524865,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1456","nandangala","nandagala","rungwa.dc","rungwa","nandangala-nandagala-rungwa","nandagala-rungwa","nandagala","ruangwa.dc","lindi","ruangwa","nandagala-ruangwa-lindi","nandagala-ruangwa",0.214170692431562,0.0612745098039216,NA,0.275445202235484,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1457","nangaya","mwenge.mtapika","masasi.dc","masasi","nangaya-mwenge.mtapika-masasi","mwenge.mtapika-masasi","mwenge.mtapika","masasi.tc","mtwara","masasi","mwenge.mtapika-masasi-mtwara","mwenge.mtapika-masasi",0.264812534209086,0,NA,0.264812534209086,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1458","nangaya","mwengemtapika","masasi.dc","masasi","nangaya-mwengemtapika-masasi","mwengemtapika-masasi","mwenge.mtapika","masasi.tc","mtwara","masasi","mwenge.mtapika-masasi-mtwara","mwenge.mtapika-masasi",0.271221532091097,0.0158730158730158,NA,0.287094547964113,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1459","nangoo","nangoo","masasi.dc","masasi","nangoo-nangoo-masasi","nangoo-masasi","sindano","masasi.dc","mtwara","masasi","sindano-masasi-mtwara","sindano-masasi",0.320573870573871,0.122710622710623,NA,0.443284493284493,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460","nanguruwe","nanguruwe","newala.dc","newala","nanguruwe-nanguruwe-newala","nanguruwe-newala","nanguruwe","newala.tc","mtwara","newala","nanguruwe-newala-mtwara","nanguruwe-newala",0.195401337792642,0,NA,0.195401337792642,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1461","nangwala","nangwala","newala.dc","newala","nangwala-nangwala-newala","nangwala-newala","nyang.hwale","nyang.wale.dc","geita","nyang.wale","nyang.hwale-nyang.wale-geita","nyang.hwale-nyang.wale",0.220899470899471,0.167243867243867,NA,0.388143338143338,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462","nanji.igumbilo","milola","ulanga.dc","ulanga","nanji.igumbilo-milola-ulanga","milola-ulanga","malolo","ruangwa.dc","lindi","ruangwa","malolo-ruangwa-lindi","malolo-ruangwa",0.33781512605042,0.183316683316683,NA,0.521131809367103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463","nanjota","nanjota","masasi.dc","masasi","nanjota-nanjota-masasi","nanjota-masasi","nanjota","masasi.dc","mtwara","masasi","nanjota-masasi-mtwara","nanjota-masasi",0.200817700817701,0,NA,0.200817700817701,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1464","nanyindwa","chiwale","masasi.dc","masasi","nanyindwa-chiwale-masasi","chiwale-masasi","chiwale","masasi.dc","mtwara","masasi","chiwale-masasi-mtwara","chiwale-masasi",0.279100529100529,0,NA,0.279100529100529,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1465","nanyumbu","nanyumbu","masasi.dc","masasi","nanyumbu-nanyumbu-masasi","nanyumbu-masasi","nanyumbu","nanyumbu.dc","mtwara","nanyumbu","nanyumbu-nanyumbu-mtwara","nanyumbu-nanyumbu",0.0833333333333334,0.236838978015449,NA,0.320172311348782,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","nanyumbu","nanyumbu","nanyumbu.dc","nanyumbu","nanyumbu-nanyumbu-nanyumbu","nanyumbu-nanyumbu","nanyumbu","nanyumbu.dc","mtwara","nanyumbu","nanyumbu-nanyumbu-mtwara","nanyumbu-nanyumbu",0.149145299145299,0,NA,0.149145299145299,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1467","nanyumbu.masasi.mjini.maparawe","nanyumbu.napupa.mchauru","masasi.nanyumbu.dc","masasi.nanyumbu","nanyumbu.masasi.mjini.maparawe-nanyumbu.napupa.mchauru-masasi.nanyumbu","nanyumbu.napupa.mchauru-masasi.nanyumbu","nanyumbu","nanyumbu.dc","mtwara","nanyumbu","nanyumbu-nanyumbu-mtwara","nanyumbu-nanyumbu",0.354834054834055,0.34392731451555,NA,0.698761369349605,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","nanyumbu.tabora.mbeya.sumbawanga","nanyumbu.mbeya.sumbawanga.tabora","nanyumbu.mbeya.tabora.sumbawanga.dc","nanyumbu.mbeya.tabora.sumbawanga","nanyumbu.tabora.mbeya.sumbawanga-nanyumbu.mbeya.sumbawanga.tabora-nanyumbu.mbeya.tabora.sumbawanga","nanyumbu.mbeya.sumbawanga.tabora-nanyumbu.mbeya.tabora.sumbawanga","nanyumbu","nanyumbu.dc","mtwara","nanyumbu","nanyumbu-nanyumbu-mtwara","nanyumbu-nanyumbu",0.355867346938776,0.324585218702866,NA,0.680452565641641,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469","napupa","napupa","masasi.dc","masasi","napupa-napupa-masasi","napupa-masasi","nyasa","masasi.tc","mtwara","masasi","nyasa-masasi-mtwara","nyasa-masasi",0.324493927125506,0.132478632478632,NA,0.456972559604139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","nasa","nyashimo","busega.dc","busega","nasa-nyashimo-busega","nyashimo-busega","ngasamo","busega.dc","simiyu","busega","ngasamo-busega-simiyu","ngasamo-busega",0.271031746031746,0.114285714285714,NA,0.38531746031746,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1471","nauza.mimi","ngudu","nkwimba.dc","nkwimba","nauza.mimi-ngudu-nkwimba","ngudu-nkwimba","ngudu","kwimba.dc","mwanza","kwimba","ngudu-kwimba-mwanza","ngudu-kwimba",0.328508771929825,0.0256410256410255,NA,0.35414979757085,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1472","nchenje","kate","nkasi.dc","nkasi","nchenje-kate-nkasi","kate-nkasi","kate","nkasi.dc","rukwa","nkasi","kate-nkasi-rukwa","kate-nkasi",0.400462962962963,0,NA,0.400462962962963,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1473","nchinila","nchinila","bahi.dc","bahi","nchinila-nchinila-bahi","nchinila-bahi","chikola","bahi.dc","dodoma","bahi","chikola-bahi-dodoma","chikola-bahi",0.385433280170122,0.132478632478632,NA,0.517911912648755,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474","nchinilia","mtitaa","bahi.dc","bahi","nchinilia-mtitaa-bahi","mtitaa-bahi","mtitaa","bahi.dc","dodoma","bahi","mtitaa-bahi-dodoma","mtitaa-bahi",0.40957190957191,0,NA,0.40957190957191,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1475","ndagalu","kabila","magu.dc","magu","ndagalu-kabila-magu","kabila-magu","kibanga","muleba.dc","kagera","muleba","kibanga-muleba-kagera","kibanga-muleba",0.29874686716792,0.162337662337662,NA,0.461084529505582,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476","ndanhi","fukalo","kwimba.dc","kwimba","ndanhi-fukalo-kwimba","fukalo-kwimba","fukalo","kwimba.dc","mwanza","kwimba","fukalo-kwimba-mwanza","fukalo-kwimba",0.322222222222222,0,NA,0.322222222222222,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1477","ndapo","kinyika","makete.dc","makete","ndapo-kinyika-makete","kinyika-makete","kinyikani","wete","kaskazini.pemba","wete","kinyikani-wete-kaskazini.pemba","kinyikani-wete",0.341503267973856,0.142857142857143,NA,0.484360410830999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","ndibwa","mbuyuni","masasi.dc","masasi","ndibwa-mbuyuni-masasi","mbuyuni-masasi","mbuyuni","masasi.dc","mtwara","masasi","mbuyuni-masasi-mtwara","mbuyuni-masasi",0.325396825396825,0,NA,0.325396825396825,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1479","ndibwa","ndibwa","masasi.dc","masasi","ndibwa-ndibwa-masasi","ndibwa-masasi","jida","masasi.tc","mtwara","masasi","jida-masasi-mtwara","jida-masasi",0.3502849002849,0.140559440559441,NA,0.490844340844341,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","ndiuka","ruaha","iringa.cc.mc.tc","iringa","ndiuka-ruaha-iringa","ruaha-iringa","ruaha","iringa.mc","iringa","iringa","ruaha-iringa-iringa","ruaha-iringa",0.273684210526316,0,NA,0.273684210526316,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1481","ndomondo","ndomoni","nachingwea.dc","nachingwea","ndomondo-ndomoni-nachingwea","ndomoni-nachingwea","ndomoni","nachingwea.dc","lindi","nachingwea","ndomoni-nachingwea-lindi","ndomoni-nachingwea",0.23478835978836,0,NA,0.23478835978836,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1482","ndomoni","nachingwea","nachingwea.dc","nachingwea","ndomoni-nachingwea-nachingwea","nachingwea-nachingwea","namikango","nachingwea.dc","lindi","nachingwea","namikango-nachingwea-lindi","namikango-nachingwea",0.275681215336388,0.142903828197946,NA,0.418585043534334,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","ndomoni","ndomoni","nachingwea.dc","nachingwea","ndomoni-ndomoni-nachingwea","ndomoni-nachingwea","ndomoni","nachingwea.dc","lindi","nachingwea","ndomoni-nachingwea-lindi","ndomoni-nachingwea",0.201007326007326,0,NA,0.201007326007326,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1484","ndosela","mwamapalala","itilima.dc","itilima","ndosela-mwamapalala-itilima","mwamapalala-itilima","mwamapalala","itilima.dc","simiyu","itilima","mwamapalala-itilima-simiyu","mwamapalala-itilima",0.32167616334283,0,NA,0.32167616334283,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1485","nduha","kabila","kwimba.dc","kwimba","nduha-kabila-kwimba","kabila-kwimba","nkalalo","kwimba.dc","mwanza","kwimba","nkalalo-kwimba-mwanza","nkalalo-kwimba",0.329782790309106,0.122710622710623,NA,0.452493413019729,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486","nduha","kasoli","bariadi.dc","bariadi","nduha-kasoli-bariadi","kasoli-bariadi","kasoli","bariadi.dc","simiyu","bariadi","kasoli-bariadi-simiyu","kasoli-bariadi",0.345238095238095,0,NA,0.345238095238095,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
