"fid.see.mrktc.generalinfo.","unique.row.id.see.mrktc.generalinfo.","unique.row.id","1.what.are.the.activities.that.you.are.doing.in.this.market.today.","if.other.specify.5","type.of.place.see.mrktc.lkpsell.placetype.","if.other.specify","name.of.place.8","ward.9","district.10","3.what.is.your.main.reason.for.selling.these.sheep.and.or.goats.","if.other.specify.12","4.how.were.sheep.goats.transported.to.the.market.see.mrktc.lkpsell.trans.","if.other.specify.14","5.do.you.also.sell.other.animal.species.apart.from.sheep.and.goats.","if.yes.out.of.all.the.species.that.you.sell.which.species.do.you.sell.the.most.","if.other.specify.17","will.you.transport.the.sheep.goats.you.are.buying.today.","type.of.place.see.mrktc.lkpplacetype.","if.other.specify.20","name.of.place.21","ward.22","district.23","7.what.is.your.main.reason.for.buying.these.small.ruminants.","if.other.specify.25","8.how.will.you.transport.these.small.ruminants.that.you.are.buying.see.mrktc.lkpsell.trans.","if.other.specify.27","9.what.criteria.do.you.use.to.decide.which.small.ruminants.to.buy.","if.other.specify.29","10.what.other.species.of.animals.do.you.buy.apart.from.sheep.and.goats.","if.other.specify.31","11.if.the.prices.of.sheep.and.goats.increase.for.some.reason.e.g.a.shortage.of.animals.due.to.disease.will.you.still.buy.them.","if.no.which.other.species.will.you.consider.instead.","if.other.specify.34","if.yes.how.much.of.an.increase.in.the.current.price.of.sheep.and.goat.unit.price.of.live.animal.will.cause.you.to.change.your.purchasing.behaviour.to.another.animal.species","12.how.many.times.in.a.month.do.you.buy.or.sell.sheep.and.or.goats.in.this.market.","unique.row.identifier.uuid."
1158922,1,1,"1",NA,1,NA,"Mirewe","Mchauru","Masasi","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a774c034-e512-11ec-9416-9440c9ab47f0"
1158923,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,"6",NA,-66,"Pikipiki","1",NA,"-66","Hapana",1,NA,NA,10000,4,"b3c5dd4b-e512-11ec-9416-9440c9ab47f0"
1158938,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mikang`ombe","Katuma","Tanganyika","5",NA,1,NA,"1 2 4 5",NA,"4",NA,0,"4",NA,NA,NA,"9d071003-e512-11ec-9416-9440c9ab47f0"
1158939,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Kabungu","Kabungu","Tanganyika","5",NA,1,NA,"1 2 4 5",NA,"4",NA,0,"4",NA,NA,NA,"9d9efa0d-e512-11ec-9416-9440c9ab47f0"
1158940,1,1,"1",NA,1,NA,"Mtakuja","Minyagala","Tanganyika","6",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a6fc3f6c-e512-11ec-9416-9440c9ab47f0"
1158941,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Kona ya miyagala","Minyagala","Tanganyika","2",NA,1,NA,"1 2 4",NA,"4",NA,0,"4",NA,NA,NA,"8ae9d078-e512-11ec-9416-9440c9ab47f0"
1158942,1,1,"2",NA,1,NA,"Minyagala","Sibwesa","Tanganyika","1",NA,-77,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,-77,NA,"1 2",NA,"4",NA,0,"4",NA,NA,2,"946b7d35-e512-11ec-9416-9440c9ab47f0"
1158943,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mwamkulu","Mwamkulu","Nkasi","5",NA,1,NA,"1 2",NA,"4",NA,0,"4",NA,NA,NA,"a08272a1-e512-11ec-9416-9440c9ab47f0"
1158944,1,1,"1",NA,1,NA,"Santamaria","Kabwaga","Tanganyika","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9fe81d00-e512-11ec-9416-9440c9ab47f0"
1158945,1,1,"1",NA,1,NA,"Minyagala","Sibwesa","Tanganyika","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a4481380-e512-11ec-9416-9440c9ab47f0"
1158946,1,1,"1",NA,1,NA,"Minyagala","Sibwesa","Tanganyika","1",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93e4fcad-e512-11ec-9416-9440c9ab47f0"
1158947,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"5",NA,-77,NA,"1 2 4",NA,"4",NA,0,"4",NA,NA,NA,"91741566-e512-11ec-9416-9440c9ab47f0"
1158952,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Zanka","Zanka","Bahi","5",NA,-66,"Pikipiki","2 3",NA,"-66","Hapana",0,"4",NA,NA,NA,"8d6c51b9-e512-11ec-9416-9440c9ab47f0"
1158953,1,1,"1",NA,1,NA,"Mundemu","Mundemu","Bahi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93b23bff-e512-11ec-9416-9440c9ab47f0"
1158954,1,1,"3",NA,1,NA,"Kigwe","Kigwe","Bahi","1",NA,2,NA,0,NA,NA,1,2,NA,"Kizota","Kizota","Dodoma mjini","1",NA,2,NA,"1 2 3",NA,"-66","Hapana",1,NA,NA,NA,1,"995d1de4-e512-11ec-9416-9440c9ab47f0"
1158955,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Chilungulu",NA,"Bahi","2 5",NA,1,NA,"3 4 2",NA,"1",NA,0,"-66",NA,NA,NA,"a88a385f-e512-11ec-9416-9440c9ab47f0"
1158956,1,1,"3",NA,-66,"Mimi ni mfanyabiashara nakuja tu kununua na kusafirisha",NA,NA,NA,"-66","Mimi siuzi nanunua tuu",-66,"Nimewakuta mnadani",1,"1",NA,1,2,NA,"Chalinze",NA,"Chalinze","1",NA,2,NA,"2 3 4",NA,"1",NA,1,NA,NA,NA,1,"9a274eb9-e512-11ec-9416-9440c9ab47f0"
1158957,1,1,"1",NA,1,NA,"Mundemu","Mundemu","Bahi","3 2 5",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b1d904f8-e512-11ec-9416-9440c9ab47f0"
1158958,1,1,"1",NA,1,NA,"Mundemu","Mundemu","Bahi","2 3",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a8b10482-e512-11ec-9416-9440c9ab47f0"
1158959,1,1,"1",NA,1,NA,"Chilungule","Mundemu","Bahi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b3bdb951-e512-11ec-9416-9440c9ab47f0"
1158960,1,1,"1",NA,1,NA,"Mundemu","Mundemu","Bahi","2 5 3",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91b85d8b-e512-11ec-9416-9440c9ab47f0"
1158961,1,1,"1",NA,1,NA,"Ilindi","Ilindi","Bahi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab8d1752-e512-11ec-9416-9440c9ab47f0"
1158962,1,1,"1",NA,1,NA,"Ilindi","Ilindi","Bahi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9252fddc-e512-11ec-9416-9440c9ab47f0"
1159028,1,1,"3 -66","Anachinja na kuuza nyama",1,NA,"Maparawe","Sindano","Masasi","1",NA,3,NA,1,"1",NA,1,1,NA,"Mchauru","Mchauru","Masasi","1 6 8",NA,3,NA,"3 2",NA,"1",NA,0,"-66","Sitanunua",NA,2,"c5458594-e5db-11ec-9416-9440c9ab47f0"
1159029,1,1,"1",NA,1,NA,"Nagaga","Namalenga","Masasi","1",NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6de6f9f-e5db-11ec-9416-9440c9ab47f0"
1159030,1,1,"3",NA,1,NA,"Nakarara","Makong`onda","Masasi","1",NA,3,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,3,NA,"1 2 3",NA,NA,NA,NA,NA,NA,NA,NA,"ceb91c3b-e5db-11ec-9416-9440c9ab47f0"
1159031,1,1,"1",NA,1,NA,"Mkwaya","Makong`onda","Masasi","1",NA,3,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bc265c6a-e5db-11ec-9416-9440c9ab47f0"
1159032,1,1,"1 2",NA,1,NA,"Nalimbudi","Sindano","Masasi","6 1",NA,3,NA,1,"4",NA,1,1,NA,"Nanjota","Nanjota","Masasi","1",NA,3,NA,"2 1",NA,"-66","Hanunui mnyama mwingine",0,"-66","Sitanunua mnyama mwingine",NA,3,"d4b6740f-e5db-11ec-9416-9440c9ab47f0"
1159034,1,1,"1",NA,1,NA,"Mchauru","Mchauru","Masasi","1 4",NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b63e5ce5-e5db-11ec-9416-9440c9ab47f0"
1159035,1,1,"1",NA,1,NA,"Mkwaya","Makong`onda","Masasi","1",NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dad49225-e5db-11ec-9416-9440c9ab47f0"
1159036,1,1,"4 1",NA,NA,NA,"Maparawe","Sindano","Masasi","1 4 2",NA,3,NA,1,NA,NA,1,1,NA,"Mkwaya","Makong`onda","Masasi","1",NA,3,NA,"2 1 3",NA,"4",NA,0,"4",NA,NA,1,"d687d53f-e5db-11ec-9416-9440c9ab47f0"
1159037,1,1,"3",NA,1,NA,"Nanjota","Nanjota","Masasi","1",NA,3,NA,0,NA,NA,1,1,NA,"Mchauru","Mchauru","Masasi","1 2",NA,3,NA,"1 2 3 5",NA,"4",NA,1,NA,NA,20000,2,"b9cafbda-e5db-11ec-9416-9440c9ab47f0"
1159038,1,1,"1",NA,1,NA,"Nalimbudi","Sindano","Masasi","1",NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ccf7241c-e5db-11ec-9416-9440c9ab47f0"
1159172,1,1,"3",NA,1,NA,"Mnyambe","Mnyambe","Newala","1",NA,3,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1 6",NA,3,NA,"1 2 3",NA,"-66","Hanunui wanyama wengine",0,"-66","Sitanunua wanyama wengine",NA,2,"dac3855b-e5db-11ec-9416-9440c9ab47f0"
1159173,1,1,"1",NA,1,NA,"Senjera","Mkululu","Masasi","1",NA,3,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cfc0ab12-e5db-11ec-9416-9440c9ab47f0"
1159174,1,1,"1",NA,1,NA,"Mkululu","Mkululu","Masasi","1 2",NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bd607915-e5db-11ec-9416-9440c9ab47f0"
1159175,1,1,"1 4",NA,1,NA,"Miba","Mkululu","Masasi","1",NA,3,NA,0,NA,NA,1,1,NA,"Majembe","Mkundi","Masasi","1",NA,1,NA,"1 2 3",NA,"4",NA,0,NA,NA,NA,2,"cd136ec7-e5db-11ec-9416-9440c9ab47f0"
1159176,1,1,"3",NA,1,NA,"Mbuyuni","Mbuyuni","Masasi","1",NA,3,NA,0,NA,NA,1,1,NA,"Meta","Newala","Newala","1",NA,3,NA,"1 3",NA,"-66","Hanunui wanyama wengine",1,NA,NA,20000,2,"b4b69817-e5db-11ec-9416-9440c9ab47f0"
1159177,1,1,"4 1 3",NA,1,NA,"Luatala","Sindano","Masasi","1 4",NA,3,NA,1,NA,NA,1,1,NA,"Chiungutwa","Chiungutwa","Masasi","1 2 6 5",NA,3,NA,"1 2 3",NA,"1",NA,0,NA,NA,NA,3,"bdade68a-e5db-11ec-9416-9440c9ab47f0"
1159178,1,1,"1",NA,NA,NA,"Mitesa","Mitesa","Masasi","1 4",NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dcc4d738-e5db-11ec-9416-9440c9ab47f0"
1159179,1,1,"1",NA,1,NA,"Chigawe","Namalenga","Masasi","1 4",NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c33b0389-e5db-11ec-9416-9440c9ab47f0"
1159180,1,1,"3",NA,1,NA,"Mvita","Namalenga","Masasi","1",NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"de60d2fc-e5db-11ec-9416-9440c9ab47f0"
1159181,1,1,"3",NA,1,NA,"Mkangaula","Namalenga","Masasi","1 4",NA,3,NA,1,NA,NA,1,1,NA,"Mitesa","Namalenga","Masasi","1 5",NA,3,NA,"1 2 4",NA,"4 3",NA,1,NA,NA,30000,1,"d71e776a-e5db-11ec-9416-9440c9ab47f0"
1159182,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Ilembula","Ilembula","Wanging`ombe","-66","Shughuli za kijamii",-66,"Kwa baiskeli kwenye tenga","1 2 3 4",NA,"-66","Hanunui wanyama wengine",0,"-66","Hata nunua maana yeye si Mfanyabiashara",NA,1,"da68df66-e5db-11ec-9416-9440c9ab47f0"
1159183,1,1,"2",NA,3,NA,"Anawanunua hapa mnadani","Wanging`ombe","Wanging`ombe","-66","Ananunua na kuuza mifugo Kuongeza kipato",-66,"Anawanunua kwa wafugaji walioleta hapa mnadani.",0,NA,NA,0,NA,NA,NA,NA,NA,"-66","Kufanya mzunguko wa pesa yake.",-66,"Anawauza hapa hapa mnadani","1 2 3",NA,NA,NA,1,NA,NA,150000,2,"c21036de-e5db-11ec-9416-9440c9ab47f0"
1159184,1,1,"-66","Anafanya biashara ya kuchinja mbuzi na kondoo",3,NA,"Mnadani","Wanging`ombe","Wanging`ombe","1",NA,-66,"Anawanunua hapa hapa mnadani",0,NA,NA,1,1,NA,"Ikingula","Wanging`ombe","Wanging`ombe","6",NA,-66,"Kwa pikipiki","1 2 3",NA,"-66","Hanunui wanyama wengine",1,NA,NA,150000,2,"db6632ab-e5db-11ec-9416-9440c9ab47f0"
1159185,1,1,"3",NA,3,NA,"Wanging`ombe","Wanging`ombe","Wanging`ombe","1",NA,-66,"Anawanunua hapa mnadani",0,NA,NA,1,2,NA,"Makambako","Makambako","Njombe","6 1",NA,2,NA,"1 2 3",NA,"1",NA,1,NA,NA,120000,2,"bff836bd-e5db-11ec-9416-9440c9ab47f0"
1159186,1,1,"1",NA,1,NA,"Lyadebwe","Kijombe","Wanging`ombe","2",NA,-66,"Kwa pikipiki",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"de117899-e5db-11ec-9416-9440c9ab47f0"
1159187,1,1,"-66","Ananunua mbuzi kwa ajili ya shughuli za kijamii.",3,NA,"Wanging`ombe","Wanging`ombe","Wanging`ombe","-66","Hauzi, Ananunua mbuzi",-66,"Amewanunua hapa hapa mnadani",0,NA,NA,1,1,NA,"Mayale","Wanging`ombe","Wanging`ombe","-66","Ananunua kwa sababu ya kwenda kupeleka mahari ya kijana wake anayetaka kuoa.",-66,"Kwa pikipiki","1 2 3 4 5 6",NA,"-66","Ananunua mbuzi tu",0,"-66","Hanunui mifugo wengine",NA,1,"c0cb876e-e5db-11ec-9416-9440c9ab47f0"
1159188,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"Makambako","Lyamkena","Makambako","5 2",NA,-66,"Anasafirisha kwa pikipiki","1 2 3 4 5 6",NA,"-66","Hanunui wanyama aina nyingine",0,"-66","Atasubiri mpaka itakaposhuka",NA,2,"c569650b-e5db-11ec-9416-9440c9ab47f0"
1159189,1,1,"3",NA,3,NA,"Wanging`ombe","Wanging`ombe","Wanging`ombe","-66","Hauzi Ananunua na kusafirisha.",-66,"Amewanunua hapa hapa mnadani",0,NA,NA,1,2,NA,"Njombe","Anasambaza kata mbali mbali","Njombe","1 -66 8","Anawauzia na wafanyabiashara wengine wa mjini Njombe.",2,NA,"1 2 3",NA,"1",NA,1,NA,NA,2e+05,2,"d2436a78-e5db-11ec-9416-9440c9ab47f0"
1159190,1,1,"1",NA,1,NA,"Mayale","Mayale","Wanging`ombe","2 -66","Mahitaji mbali mbali ya kifamilia.",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ce3e2131-e5db-11ec-9416-9440c9ab47f0"
1159191,1,1,"2",NA,3,NA,"Wanging`ombe","Wanging`ombe","Wanging`ombe","1",NA,-66,"Amewanunua hapa hapa mnadani kwa wafugaji.",0,NA,NA,0,NA,NA,NA,NA,NA,"-66","Kuuza ili kujipatia kipato.",-66,"Anawauzia hapa hapa mnadani","1 2 3",NA,"-66","Mara nyingi huwa ananunua mbuzi na kondoo tu.",1,NA,NA,2e+05,2,"d8fe4a2a-e5db-11ec-9416-9440c9ab47f0"
1159192,1,1,"3",NA,3,NA,"Wanging`ombe","Wanging`ombe","Wanging`ombe","1",NA,-66,"Amewanunua hapa mnadani",0,NA,NA,1,-66,"Wilaya ya Mufindi","Mufindi",NA,"Mufindi","1",NA,2,NA,"1 2 3",NA,"1",NA,1,NA,NA,2e+05,2,"d8af36e0-e5db-11ec-9416-9440c9ab47f0"
1159193,1,1,"1",NA,1,NA,"Ilembula","Ilembula","Wanging`ombe","-66","Kwa sababu ya kutatua matatizo ya kifamilia",-66,"Kwa pikipiki",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"da2272bf-e5db-11ec-9416-9440c9ab47f0"
1159194,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Kijombe","Kijombe","Wanging`ombe","2 5 3",NA,-66,"Kwa pikipiki","1 2 3 5 4",NA,"-66","Hanunui wanyama wengine",0,"-66","Hanunui atasubiri hadi bei iwe nzuri",NA,2,"c67933d9-e5db-11ec-9416-9440c9ab47f0"
1159195,1,1,"-66","Ananunua mbuzi",-66,"Hajaleta mbuzi wa kuuza Ila amekuja kununua mbuzi.","Wanging`ombe","Wanging`ombe","Wanging`ombe","-66","Hauzi mbuzi/kondoo amekuja kununua",NA,NA,0,NA,NA,1,1,NA,"Itandula","Ilembula","Wanging`ombe","-66","Anakwenda kutekeleza masuala ya kimila",-66,"Atasafirisha kwa Pikipiki","1 3 4 5",NA,NA,NA,0,"-66","Hatanunua ataenda kutafuta mahali pengine",NA,0,"d0c6c377-e5db-11ec-9416-9440c9ab47f0"
1159196,1,1,"3",NA,1,NA,"Lyadebwe","Wanging`ombe","Wanging`ombe","1",NA,-66,"Kwa pikipiki",0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,-66,"Anawauzia hapa hapa mnadani","1 2 3",NA,"-66","Huwa ananunua mbuzi na kondoo tu.",1,NA,NA,150000,2,"c2747260-e5db-11ec-9416-9440c9ab47f0"
1159197,1,1,"1",NA,1,NA,"Soliwaya","Wanging`ombe","Wanging`ombe","2 5",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d4684cf9-e5db-11ec-9416-9440c9ab47f0"
1159198,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mayale","Mayale","Wanging`ombe","2 3",NA,1,NA,"1 3 4 5",NA,"-66","Ananunua mbuzi tu.",0,"-66","Hatanunua",NA,2,"bcd855ff-e5db-11ec-9416-9440c9ab47f0"
1159199,1,1,"3",NA,1,NA,"Utiga","Wanging`ombe","Wanging`ombe","1",NA,-66,"Pikipiki",0,NA,NA,1,1,NA,"Igwachanya","Igwachanya","Wanging`ombe","1",NA,-66,"Pikipiki","3 1",NA,NA,NA,0,"4 1",NA,NA,2,"da1ed85c-e5db-11ec-9416-9440c9ab47f0"
1159200,1,1,"2",NA,3,NA,"Muungano","Muungano","Mbarali","1",NA,1,NA,1,"1",NA,1,2,NA,"Makambako","Makambako","Njombe","1",NA,1,NA,"1 3",NA,NA,NA,1,NA,NA,10000,2,"b770cd7c-e5db-11ec-9416-9440c9ab47f0"
1159201,1,1,"3",NA,1,NA,"Uhambule","Uhambule","Wanging`ombe","1",NA,1,NA,1,"1",NA,1,1,NA,"Msimbazi","Uhambule","Wanging`ombe","1",NA,1,NA,"1 3",NA,"1",NA,0,"1",NA,NA,2,"da9ba13c-e5db-11ec-9416-9440c9ab47f0"
1159202,1,1,"1",NA,1,NA,"Utiga","Wanging`ombe","Wanging`ombe","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7bf5370-e5db-11ec-9416-9440c9ab47f0"
1159203,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Ikulimambo","Uhenga","Wanging`ombe","-66","Nanunua kwa ajili ya mahali",1,NA,"1 2 3",NA,"4",NA,1,NA,NA,10000,1,"debc9508-e5db-11ec-9416-9440c9ab47f0"
1159204,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Itandula","Wanging`ombe","Wanging`ombe","5",NA,1,NA,"1 2 3",NA,NA,NA,NA,NA,NA,NA,NA,"c36433c7-e5db-11ec-9416-9440c9ab47f0"
1159205,1,1,"2",NA,1,NA,"Wanging`ombe","Wanging`ombe","Wanging`ombe","2",NA,1,NA,1,"1",NA,1,1,NA,"Wanging`ombe","Wanging`ombe","Wanging`ombe","4",NA,1,NA,"3 1 -66","Mwendo wa mnyama","1",NA,0,"-66","Naangalia masilahi yangu",NA,2,"cdb45e66-e5db-11ec-9416-9440c9ab47f0"
1159206,1,1,"3",NA,1,NA,"Wangutwa","Uhambule","Wanging`ombe","1",NA,-66,"Pikipiki",1,"1 4",NA,1,NA,NA,"Wangutwa","Wanging`ombe","Wanging`ombe","1",NA,-66,"Pikipiki","3 1",NA,"1",NA,1,NA,NA,10000,2,"b6902f34-e5db-11ec-9416-9440c9ab47f0"
1159207,1,1,"2",NA,1,NA,"Uhambule","Uhambule","Wanging`ombe","1",NA,1,NA,0,NA,NA,1,1,NA,"Rujewa","Rujewa","Mbarali","1",NA,1,NA,"1 2",NA,"1",NA,0,"4",NA,NA,2,"c1e47ad1-e5db-11ec-9416-9440c9ab47f0"
1159208,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Wanging`ombe","Wanging`ombe","Wanging`ombe","8",NA,1,NA,"1 3",NA,NA,NA,0,"4",NA,NA,2,"c47d35cc-e5db-11ec-9416-9440c9ab47f0"
1159209,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mayale","Wanging`ombe","Wanging`ombe","1",NA,1,NA,"3 1",NA,"4",NA,1,NA,NA,15000,2,"c52f2a51-e5db-11ec-9416-9440c9ab47f0"
1159210,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Itandula","Wanging`ombe","Wanging`ombe","4",NA,1,NA,"1 3 2",NA,"4",NA,0,"4",NA,NA,1,"b9bc76a6-e5db-11ec-9416-9440c9ab47f0"
1159211,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Idunda","Idunda","Mufindi","1",NA,1,NA,"3 1",NA,"1",NA,0,"4",NA,NA,2,"df61de1f-e5db-11ec-9416-9440c9ab47f0"
1159212,1,1,"3",NA,1,NA,"Ikangamwani","Idunda","Mufindi","1",NA,1,NA,1,"1",NA,1,3,NA,"Wanging`ombe","Wanging`ombe","Wanging`ombe","1",NA,1,NA,"1 3",NA,"1",NA,0,NA,NA,NA,2,"de1dcfb6-e5db-11ec-9416-9440c9ab47f0"
1159213,1,1,"1",NA,1,NA,"Utiga","Wanging`ombe","Wanging`ombe","2 4",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d1e81518-e5db-11ec-9416-9440c9ab47f0"
1159214,1,1,"1",NA,1,NA,"Lugoda","Usuka","Wanging`ombe","2 4",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf6755e1-e5db-11ec-9416-9440c9ab47f0"
1159215,1,1,"3",NA,1,NA,"Matemela","Ipwani","Mbarali","1",NA,1,NA,1,"1",NA,1,1,NA,"Matemela",NA,NA,"1",NA,1,NA,"1 3",NA,NA,NA,NA,NA,NA,NA,NA,"d12cf4f1-e5db-11ec-9416-9440c9ab47f0"
1159216,1,1,"2",NA,3,NA,"Wanging`ombe","Wanging`ombe","Wanging`ombe","1 2",NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1 2 3 4",NA,NA,NA,0,"4",NA,NA,2,"d645f5c1-e5db-11ec-9416-9440c9ab47f0"
1159217,1,1,"1",NA,1,NA,"Utiga","Wanging`ombe","Wanging`ombe","4 2",NA,-66,"Pikipiki",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"da1b47aa-e5db-11ec-9416-9440c9ab47f0"
1159218,1,1,"1",NA,4,NA,"Utiga","Wanging`ombe","Wanging`ombe","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf2cf489-e5db-11ec-9416-9440c9ab47f0"
1159219,1,1,"3",NA,1,NA,"Ukomola","Kijombe","Wanging`ombe","2 1",NA,-66,"Pikipiki",0,NA,NA,1,1,NA,"Ukomola","Kijombe","Wanging`ombe","1",NA,-66,"Pikipiki","3 2 1",NA,NA,NA,0,NA,NA,NA,2,"b6087182-e5db-11ec-9416-9440c9ab47f0"
